推薦年度,適讀年齡,經典好書,書名,作者,繪者,譯者,出版社,出版日期(西元),出版日期(民國),本土/翻譯,屬性分類,ISBN,定價
114,3~5歲,,威洛比先生的耶誕樹,羅勃．巴利（Robert Barry）,羅勃．巴利（Robert Barry）,林良,親子天下,2024-12-01,113/12,翻譯,社會情緒、語言溝通、美感,9786264060875,380
114,0~3歲,,愛睡覺的小baby,劉旭恭,劉旭恭,,水滴文化(城邦出版),2024-11-01,113/11,本土,認知探索、美感,9786267352472,380
114,0~3歲,,過去一點,卡崔娜夏門（Katrina Charman）,吉列米卡斯汀（Guilherme Karsten,何湘葳,格林文化,2024-11-01,113/11,翻譯,身體動作、社會情緒、認知探索,9786267295588,380
114,3~5歲,,小漁顛倒游,科瑞．R. 塔博(Corey R. Tabor),科瑞．R. 塔博(Corey R. Tabor),柯倩華,弘雅三民(小山丘),2024-11-01,113/11,翻譯,社會情緒、語言溝通、認知探索,9786263708754,370
114,3~5歲,,聖誕老人的第一個聖誕節,麥克‧巴奈特(Mac Barnett),席尼‧史密斯(Sydney Smith),劉清彥,維京國際,2024-11-01,113/11,翻譯,身體動作、社會情緒、語言溝通,9789864405640,350
114,0~3歲,,烏的,儲玉玲,儲嘉慧,呂美親(台文審訂),聯經出版,2024-10-01,113/10,本土,社會情緒、認知探索,9789570874952,320
114,0~3歲,,哪裡不舒服呢？,妮娜特(Ninette),妮娜特(Ninette),李紫蓉,遠見天下文化(小天下),2024-09-01,113/09,翻譯,社會情緒、認知探索、健康與安全,9786263558823,360
114,0~3歲,,我會曉,海狗房東,黃海蒂,陳厚潤、陳厚澤(台語朗讀)；呂美親(台文審訂),聯經出版,2024-09-01,113/09,本土,語言溝通、認知探索、美感,9789570874846,350
114,3~5歲,,眼淚博物館,黃顯雅,黃顯雅,,弘雅三民(小山丘),2024-09-01,113/09,本土,社會情緒、認知探索、美感,9786263707689,350
114,3~5歲,,不一樣的1(新版),吳亞男,柳壟沙,英文翻譯：白一葦,信誼基金,2024-09-01,113/09,翻譯,語言溝通,9789861617497,350
114,3~5歲,,爸爸！別把話說光了,費里希妲．薩拉(Felicita Sala),費里希妲．薩拉(Felicita Sala),陳信宏,親子天下,2024-08-01,113/08,翻譯,社會情緒、語言溝通、認知探索,9786263059917,380
114,3~5歲,,小狼人好餓,安迪‧哈克尼斯(Andy Harkness),安迪‧哈克尼斯(Andy Harkness),黃筱茵,時報文化,2024-08-01,113/08,翻譯,社會情緒、語言溝通、美感,9786263965300,350
114,3~5歲,,上學快來不及了！,小木屋工坊(The Cabin Company),小木屋工坊(The Cabin Company),米雅,遠見天下文化(小天下),2024-08-01,113/08,翻譯,身體動作、社會情緒、認知探索,9786263558427,380
114,3~5歲,,夏天就是該這樣,貓小小,許臺育,,愛米粒,2024-07-01,113/07,本土,身體動作、社會情緒、認知探索,9786269832583,350
114,3~5歲,,請幫我撿球,車雅達,車雅達,葉雨純,維京國際,2024-06-01,113/06,翻譯,身體動作、社會情緒、生活自理,9789864405442,380
114,3~5歲,,沒毛雞,陳致元,陳致元,,親子天下,2024-06-01,113/06,本土,社會情緒、語言溝通,9786263058811,400
114,0~3歲,,123，噗嚕嚕！,得田之久,及川賢治,郭孚,信誼基金,2024-05-01,113/05,翻譯,身體動作、語言溝通、認知探索,9789861617374,280
114,3~5歲,,粒粒皆好吃,高凌華,八分熟的小李子,,翰林出版,2024-05-01,113/05,本土,身體動作、認知探索、生活自理,9786263652767,340
114,3~5歲,,我和我的小傷疤,碧翠絲‧阿雷馬娜(Beatrice Alemagna),碧翠絲‧阿雷馬娜(Beatrice Alemagna),尉遲秀,聯經出版,2024-05-01,113/05,翻譯,社會情緒、認知探索、健康與安全,9789570873788,380
114,0~3歲,,無公平！,陶樂蒂,陶樂蒂,,小麥田出版(城邦出版),2024-04-01,113/04,本土,社會情緒、語言溝通、認知探索,9786267281697,340
114,3~5歲,,小威的眼睛,杜宛霖,杜宛霖,,信誼基金,2024-04-01,113/04,本土,社會情緒,9789861617398,320
114,3~5歲,,大猩猩：相反是什麼？,安東尼布朗（Anthony Browne）,安東尼布朗（Anthony Browne）,何儀,格林文化,2024-04-01,113/04,翻譯,認知探索,9786267295335,350
114,3~5歲,,爺爺與翠鳥,安娜．威爾遜(Anna Wilson),莎拉．瑪西尼(Sarah Massini),游珮芸,米奇巴克,2024-04-01,113/04,翻譯,社會情緒、認知探索、美感,9786269812103,360
114,3~5歲,,情緒大飯店,莉迪亞．布蘭科維琪（Lidia Branković）,莉迪亞．布蘭科維琪（Lidia Branković）,黃聿君,典藏藝術家庭(小典藏),2024-04-01,113/04,翻譯,社會情緒、語言溝通、生活自理,9786267430033,350
114,0~3歲,,10隻橡皮小鴨,艾瑞．卡爾(Eric Carle),艾瑞．卡爾(Eric Carle),柯倩華,上誼文化,2024-03-01,113/03,翻譯,社會情緒、語言溝通、認知探索,9789577627766,300
114,3~5歲,,壽司買衣服,田中達也,田中達也,李宜蓁,上誼文化,2024-03-01,113/03,翻譯,認知探索、美感,9789577627728,320
114,0~3歲,,春天來了,五味太郎,五味太郎,吳宜真,上誼文化,2024-02-01,113/02,翻譯,語言溝通,9789577627773,280
114,3~5歲,,短耳兔1：我是短耳兔,劉思源,唐唐,,親子天下,2024-02-01,113/02,本土,身體動作、社會情緒、健康與安全,9786263056718,360
114,3~5歲,,雪地裡的奇蹟,艾黛兒．塔耶爾（Adèle Tariel）,傑鴻．貝哈（Jérôme Peyrat）,徐意筑,遠見天下文化(小天下),2024-02-01,113/02,翻譯,社會情緒、語言溝通、認知探索,9786263555662,360
114,3~5歲,,彩色怪獸：情緒醫生和他的情緒急救箱,安娜．耶拿絲(Anna Llenas),安娜．耶拿絲(Anna Llenas),李家蘭,三采文化,2024-01-01,113/01,翻譯,社會情緒、生活自理,9786263582330,420
114,0~3歲,,飛一下、休息一下、再想一下……,五味太郎,五味太郎,游珮芸,信誼基金,2024-01-01,113/01,翻譯,社會情緒、認知探索,9789861617282,320
113,3~5歲,,小蝸牛亨利,卡塔琳娜・瑪庫洛娃,卡塔琳娜・瑪庫洛娃,吳文君,遠流出版,2023-12-01,112-12,翻譯,社會情緒、認知探索、健康與安全,9786263614000 ,350
114,0~3歲,,唱歌給貓聽,湯姆牛,湯姆牛,,遠見天下文化(小天下),2023-12-01,112/12,本土,社會情緒、語言溝通、認知探索,9786263554658,380
113/114,3~5歲,,我的朋友蹛佇隔壁庄,儲玉玲,儲嘉慧,,聯經出版,2023-12-01,112/12,本土,社會情緒、語言溝通、認知探索,9789570871838,320
114,0~3歲,,小老鼠的內褲,tupera tupera,tupera tupera,張玲玲,格林文化,2023-12-01,112/12,翻譯,認知探索、美感,9786267295182,299
113,3~5歲,,小喜鵲和岩石山,劉清彥,蔡兆倫,,拾光工作室,2023-11-01,112-11,本土,社會情緒、認知探索,9789869873697,360
114,3~5歲,,臺灣的樣子,楊采潔,王盈穎,,翰林出版,2023-11-01,112/11,本土,語言溝通、認知探索、美感,9786263651401,300
113,0~3歲,,比一比，誰最長？(新版),佐藤伸,山村浩二,蘇懿禎,小熊出版,2023-10-01,112-10,翻譯,語言溝通、認知探索,9786267361368,320
114,3~5歲,,一直都在,青木宏江 (あおきひろえ),青木宏江 (あおきひろえ),米雅,拾光工作室,2023-10-01,112/10,翻譯,社會情緒、認知探索,9789869873680,320
114,3~5歲,,看不見也沒關係,李芝賢,林英蘭,曹一竹,青林國際,2023-10-01,112/10,翻譯,語言溝通、認知探索、健康與安全,9789862746530,320
114,3~5歲,,麥克的睡覺小羊,瑪格麗塔．德爾．馬佐(Margarita del Mazo),谷瑞迪(Guridi),小樹文化編輯部,小樹文化(讀書共和國),2023-10-01,112/10,翻譯,語言溝通、認知探索、美感,9786267304228,350
113/114,3~5歲,,聖誕老公公是怎麼鑽進煙囪的？,麥克・巴奈特(Mac Barnett),雍・卡拉森(Jon Klassen),李明彝,上誼文化,2023-10-01,112/10,翻譯,社會情緒、語言溝通、認知探索,9789577627520,350
113,0~3歲,,你要上車嗎？,宮西達也,宮西達也,邱瓊慧,小魯文化,2023-09-01,112-09,翻譯,社會情緒、認知探索、美感,9786267350065,350
113,3~5歲,,農場老屋的故事,蘇菲・布雷克爾,蘇菲・布雷克爾,柯倩華,水滴文化,2023-09-01,112-09,翻譯,語言溝通、認知探索、美感,9786267352076 ,420
113/114,0~3歲,,好高、好高！,蘇珊娜・施特拉瑟(Susanne Straßer),蘇珊娜・施特拉瑟(Susanne Straßer),黃迺毓,上誼文化,2023-09-01,112/09,翻譯,社會情緒、語言溝通,9789577627599,360
114,0~3歲,,哈囉！波波,米津祐介（Yusuke Yonezu）,米津祐介（Yusuke Yonezu）,簡叔萱,格林文化,2023-09-01,112/09,翻譯,認知探索、美感,9786267295113,320
114,3~5歲,,最長的暴風雨,丹.雅卡理諾（DanYaccarino）,丹.雅卡理諾（DanYaccarino）,張淑瓊,親子天下,2023-09-01,112/09,翻譯,社會情緒、語言溝通、美感,9786263055490,360
113,3~5歲,,小木頭機器人和圓木公主,湯姆・高爾德,湯姆・高爾德,柯倩華,小麥田出版,2023-08-01,112-08,翻譯,社會情緒、語言溝通、認知探索,9786267281116,420
113,3~5歲,,超級無敵多隻小豬和大野狼,大衛・卡利,瑪麗安娜・巴杜契,楊玲玲、彭懿,上誼文化,2023-08-01,112-08,翻譯,社會情緒、語言溝通、認知探索,9789577627667 ,360
113,3~5歲,,熱狗,道格・薩拉帝,道格・薩拉帝,劉清彥,遠見天下文化(小天下),2023-07-01,112-07,翻譯,社會情緒、認知探索、美感,9786263552708,450
113,3~5歲,,神奇好眠床：全世界的好孩子睡哪兒？,蕾貝卡・龐德,莎莉・梅弗,周惠玲,遠流出版,2023-07-01,112-07,翻譯,社會情緒、認知探索、美感,9786263611788,399
114,3~5歲,,再等一下下！,李憶婷,李憶婷,,親子天下,2023-07-01,112/07,本土,社會情緒、語言溝通、生活自理,9786263055025,360
113,3~5歲,,健忘的阿默,朱迪絲・克爾,朱迪絲・克爾,林真美,遠流出版,2023-06-01,112-06,翻譯,社會情緒、認知探索,9786263610408,360
113,3~5歲,,第一次出門買東西,筒井賴子,林明子,林真美,親子天下,2023-06-01,112-06,翻譯,身體動作、社會情緒、生活自理,9786263054035,380
113,3~5歲,,佳佳的妹妹不見了,筒井賴子,林明子,游珮芸,親子天下,2023-06-01,112-06,翻譯,身體動作、社會情緒、健康與安全,9786263054820,380
113,3~5歲,,今天是什麼日子？,瀨田貞二,林明子,林真美,親子天下,2023-06-01,112-06,翻譯,社會情緒、語言溝通、認知探索,9786263054004,380
113,3~5歲,,通往糖麵包山的那條路,瑪麗安・居布克,瑪麗安・居布克,謝蕙心,拾光工作室,2023-06-01,112-06,翻譯,社會情緒、認知探索、生活自理,9789869873673,360
114,3~5歲,,更棒的骨頭,科瑞．R. 塔博,科瑞．R. 塔博,何尉賢,弘雅三民(小山丘),2023-06-01,112/06,翻譯,社會情緒、語言溝通、認知探索,9786263079755,350
114,3~5歲,,勇氣帽,凱特．霍夫勒(Kate Hoefler),潔西莎．貝格利(Jessixa Bagley),黃筱茵,遠流出版,2023-05-01,112/05,翻譯,社會情緒、認知探索,9786263610958,370
113,3~5歲,,小根和小秋,林明子,林明子,林真美,維京國際,2023-04-01,112-04,翻譯,社會情緒、語言溝通、健康與安全,9789864404797,350
113,3~5歲,,是誰在門外啊？,筒井賴子,林明子,米雅,聯經出版,2023-04-01,112-04,翻譯,社會情緒、語言溝通、認知探索,9789570868364,340
113,3~5歲,,想當太空人的大象,詹姆斯・弗利,詹姆斯・弗利,蔡心語,小宇宙文化(方言出版),2023-03-01,112-03,翻譯,社會情緒、語言溝通、認知探索,9786267208274,320
113,3~5歲,,世界上最棒的蛇（新版）,湯米・溫格爾,湯米・溫格爾,方素珍,遠見天下文化(小天下),2023-03-01,112-03,翻譯,社會情緒、語言溝通、認知探索,9786263551237,320
114,3~5歲,,酸葡萄,喬里約翰（Jory John）,皮特奧瓦德（Pete Oswald）,王欣榆,格林文化,2023-03-01,112/03,翻譯,社會情緒、語言溝通,9786267180778,350
113,3~5歲,,阿嬤家,翁藝珊,翁藝珊,,信誼基金,2023-02-01,112-02,本土,社會情緒、認知探索,9789861617145,300
114,0~3歲,,小金魚逃走了,五味太郎,五味太郎,信誼基金會出版社編輯部,信誼基金,2023-02-01,112/02,翻譯,社會情緒、認知探索,9789861617084,250
113,3~5歲,,小兔子的超能力,艾蜜莉・瓦茲,艾蜜莉・瓦茲,吳愉萱,親子天下,2023-01-01,112-01,翻譯,認知探索,9786263053762,360
114,3~5歲,,爸爸，10多不多？,薩賓娜．波曼(Sabine Bohlmann),艾蜜莉．吉貝克(Emilia Dziubak),賴雅靜,青林國際,2023-01-01,112/01,翻譯,社會情緒、語言溝通、認知探索,9789862746202,320
114,3~5歲,,我會飛,郭飛飛,郭飛飛,,和平國際文化,2023-01-01,112/01,本土,社會情緒、認知探索,9789863714095,280
112,3~5歲,,我的城市會說話：不用眼睛，更能聽見都市模樣,戴倫‧勒布夫,艾詩麗‧巴倫,葉嘉青,小宇宙文化(方言出版),2022-12-01,11112,翻譯,,9786267208038,340
113,3~5歲,,晚安，小熊,鄭潔文,鄭潔文,,聯經出版,2022-12-01,111-12,本土,社會情緒、認知探索,9789570864380 ,380
113,0~3歲,,再仔細看一看,shimizu,shimizu,蘇懿禎,小熊出版,2022-11-01,111-11,翻譯,語言溝通、認知探索、美感,9786267224069,350
113,3~5歲,,恐龍先生流鼻涕以後,童言,劉佩佩、常博文,,信誼基金,2022-11-01,111-11,翻譯,社會情緒、語言溝通、認知探索,9789861617077,280
113,3~5歲,,做伙來踅大稻埕-大稻埕動物園,林小杯,林小杯,,是路故事,2022-11-01,111-11,本土,本土語言圖書、語言溝通、認知探索、美感,9786269534722,304
113/114,3~5歲,,大大先生,艾德・維爾(Ed Vere),艾德・維爾(Ed Vere),海狗房東,維京國際,2022-11-01,111/11,翻譯,社會情緒,9789864404483 ,350
112,3~5歲,,綴圓仔講臺語2：佮阿公踅菜市場,海狗房東,黃立佩,呂美親,玉山社,2022-10-01,11110,本土,,9789862943120,380
113,3~5歲,,媽媽，對不起！,宮西達也,宮西達也,蘇懿禎,小熊出版,2022-10-01,111-10,翻譯,社會情緒、語言溝通,9786267140901,350
113/114,3~5歲,,小紙船看海（新版）,林良,鄭明進,,聯經出版,2022-10-01,111/10,本土,社會情緒、認知探索,9789570865332,350
114,0~3歲,,毛朋友：小小的,陳彥伶,陳彥伶,,弘雅三民(小山丘),2022-09-01,111/09,本土,社會情緒、語言溝通、健康與安全,9786263077300,329
112,3~5歲,,我來幫你開,吉竹申介,吉竹伸介,游珮芸,親子天下,2022-08-01,11108,翻譯,生活自理,9786263052215,300
114,3~5歲,,神祕甲蟲,許增巧,許增巧,蕭昀(審訂),聯經出版,2022-08-01,111/08,本土,認知探索、健康與安全,9789570864656,350
114,3~5歲,,記憶氣球,潔西．歐利維羅斯(Jessie Oliveros),達娜．沃非科提(Dana Wulfekotte),黃筱茵,道聲出版,2022-07-01,111/07,翻譯,社會情緒、認知探索、健康與安全,9789864004225,380
114,0~3歲,,章魚先生賣雨傘,韓煦,韓煦,,南門書局,2022-07-01,111/07,翻譯,社會情緒、語言溝通、認知探索,9786263420137,320
114,0~3歲,,孩子的情緒互動書-生氣的書,塞得里克．哈瑪迪耶(Cédric Ramadier),文森．布爾喬(Vincent Bourgeau),楊喬安,上誼文化,2022-07-01,111/07,翻譯,社會情緒、語言溝通、認知探索,9789577627353,280
112,3~5歲,,大象忘忘,王宇清,南君,,親子天下,2022-06-01,11106,本土,社會情緒,9786263051850,350
113,3~5歲,,塞車,鄭淑芬,鄭淑芬,,和英出版社,2022-06-01,111-06,本土,社會情緒、語言溝通、認知探索,9789869439251,350
112/113,0~3歲,,0～3歲玩出好腦力：紅色圓形是哪個？,清水大介,清水大介,劉子韻,小熊出版,2022-06-01,11106,翻譯,語言溝通、認知探索、美感,9786267140246,350
114,0~3歲,,再試一次，行不行？,娜歐蜜．瓊斯 (Naomi Jones),詹姆斯・瓊斯(James Jones),游珮芸,水滴文化(城邦出版),2022-06-01,111/06,翻譯,社會情緒、認知探索、美感,9786267038321,360
112/113/114,3~5歲,是,最小的犛牛,露・弗雷澤(Lu Fraser),凱特・辛德利(Kate Hindley),吳愉萱,阿布拉教育文化,2022-06-01,111/06,翻譯,社會情緒、語言溝通、生活自理,9786269586844,300
113,3~5歲,,丹尼爾的美好一天,米夏・亞齊,米夏・亞齊,吳其鴻,米奇巴克,2022-05-01,111-05,翻譯,社會情緒、語言溝通、認知探索,9789860645163,320
114,3~5歲,,好想變成你,奧利維耶．塔列克(Olivier Tallec),奧利維耶．塔列克(Olivier Tallec),宋珮,道聲出版,2022-05-01,111/05,翻譯,社會情緒、語言溝通、認知探索,9789864004188,300
112/113,0~3歲,,兔子先生去散步,五味太郎,五味太郎,信誼編輯部,信誼基金,2022-04-01,11104,翻譯,社會情緒、語言溝通、認知探索,9789861616759,220
113,3~5歲,,影子,Suzy Lee,Suzy Lee,,大塊文化,2022-04-01,111-04,翻譯,身體動作、語言溝通、認知探索,9789860777956,450
114,3~5歲,,麥基先生請假的那一天,菲立普．史戴(Philip C. Stead),艾琳．史戴(Erin E. Stead),柯倩華,小魯文化,2022-04-01,111/04,翻譯,社會情緒、語言溝通、美感,9786267043189,360
114,3~5歲,,亂七八糟的口袋,思琪．漢歐爾(Ziggy Habaor),丹尼爾．格雷．巴奈特(Daniel Gray-Barnett),劉清彥,典藏藝術家庭(小典藏),2022-04-01,111/04,翻譯,社會情緒、認知探索、生活自理,9786267031247,350
114,0~3歲,,香蕉事件,高畠那生,高畠那生,米雅,拾光工作室,2022-04-01,111/04,翻譯,身體動作、社會情緒、認知探索,9789869873659,320
112,3~5歲,,麥基先生錯過巴士的那一天,菲立普．史戴,艾琳．史戴,劉清彥,小魯文化,2022-03-01,11103,翻譯,社會情緒、語言溝通、美感,9786267043783,400
112,3~5歲,,森林有多少樹？,巴胡,巴胡,歐玲瀞,小宇宙文化(方言出版),2022-03-01,11103,翻譯,,9786269576333,320
112,3~5歲,,我要找回我的帽子,雍．卡拉森,雍．卡拉森,柯倩華,親子天下,2022-03-01,11103,翻譯,社會情緒,9786263050709,360
112/113,3~5歲,,阿里的飛機,約翰‧伯寧罕、比爾‧薩拉曼,海倫‧奧森柏莉、約翰‧伯寧罕,林真美,遠流出版,2022-03-01,111-03,翻譯,語言溝通、認知探索、生活自理,9789573294498,320
112/113,0~3歲,,蔬果戴帽子,三浦太郎,三浦太郎,林佩勳,小魯文化,2022-03-01,11103,翻譯,身體動作、認知探索、生活自理,9789865566814,300
113/114,3~5歲,,海底在排什麼呢？,大村知子,大村知子,林芝儀,小魯文化,2022-03-01,111/03,翻譯,社會情緒、語言溝通、認知探索,9786267043820,350
114,3~5歲,,媽媽小時候：第一次參加婚禮,鄭靜儀,陳麗雅,,小魯文化,2022-03-01,111/03,本土,社會情緒、語言溝通、認知探索,9789865566692,350
114,3~5歲,,大口大口吃掉一半,渡邊鐵太,南伸坊,許婷婷,弘雅三民(小山丘),2022-03-01,111/03,翻譯,身體動作、語言溝通、生活自理,9786263075306,329
114,0~3歲,,大熊來了,理查．莫里斯(Richard T. Morris),范雷韻(LeUyen Pham),黃聿君,遠見天下文化(小天下),2022-02-01,111/02,翻譯,社會情緒、認知探索、健康與安全,9789865254230,320
112,3~5歲,,屋裡屋外,范雷韻,范雷韻,柯倩華,青林國際,2022-01-01,11101,翻譯,,9789862745663,360
112,3~5歲,,貓咪看家,町田尚子,町田尚子,上誼編輯部,上誼文化,2022-01-01,11101,翻譯,認知探索、美感,9789577627018,320
112,0~3歲,,一粒種籽（初心版）,劉旭恭,劉旭恭,,玉山社,2022-01-01,11101,本土,,9789862942956,350
111,3~5歲,,樹的透視書,Nosy Crow,漢娜．艾莉絲,鍾慧元,三民書局,2022-01-01,111.01,翻譯,認知探索、美感,9786263072350,399
112/113,3~5歲,,翠鳥,邱承宗,邱承宗,,親子天下,2022-01-01,111-01,本土,認知探索、美感,9789575036799,380
111,0~3歲,,輕輕的,瀧村有子,丸山綾子,米雅,青林國際,2021-12-01,110,翻譯,社會情緒、生活自理,9789862745595,300
113/114,0~3歲,,躲好了沒？,吉列爾梅・卡斯騰(Guilherme Karsten),吉列爾梅・卡斯騰(Guilherme Karsten),艾可,水滴文化(城邦出版),2021-12-01,110/12,翻譯,語言溝通、認知探索、美感,9786267038079,360
114,3~5歲,,最後一匹狼,蜜妮‧葛瑞(Mini Grey),蜜妮‧葛瑞(Mini Grey),柯倩華,米奇巴克,2021-12-01,110/12,翻譯,社會情緒、認知探索,9789860645132,300
112,3~5歲,,耶誕老公公的紅手套,三浦太郎,三浦太郎,紀富元,小魯文化,2021-11-01,11011,翻譯,社會情緒、語言溝通、美感,9786267043004,320
111,3~5歲,,100顆種子,伊莎貝．明霍斯．馬汀,河野雅拉,歐玲瀞,小魯文化,2021-11-01,110.11,翻譯,認知探索,9786267043318,350
112/113/114,0~3歲,是,小雞逃跑記,五味太郎,五味太郎,游珮芸,信誼基金,2021-11-01,110/11,翻譯,社會情緒、認知探索,9789861616636,250
113/114,0~3歲,,住在黑白洞穴裡的鼴鼠,特瑞莎・賽迪瓦(Tereza Sediva),特瑞莎・賽迪瓦(Tereza Sediva),黃筱茵,阿布拉教育文化,2021-11-01,110/11,翻譯,社會情緒、認知探索、美感,9786269500741,320
111/113/114,0~3歲,是,來跳吧!律動遊戲書,赫威・托雷(Hervé Tullet),赫威・托雷(Hervé Tullet),,上誼文化,2021-11-01,110/10,翻譯,身體動作、認知探索,9789577627117,450
112/114,3~5歲,,最棒的樹,約翰．杜佛（John Duvall）,茹貝卡‧吉本（Rebecca Gibbon）,黃筱茵,青林國際,2021-11-01,110/11,翻譯,社會情緒、語言溝通、美感,9789862745588,320
113/114,3~5歲,,動物園的祕密,黃一文,黃一文,,遠流出版,2021-11-01,110-11,本土,社會情緒、認知探索、美感,9786267043820,320
112,3~5歲,,123生台灣,陳盈帆,陳盈帆,,聯經出版,2021-10-01,11010,本土,,9789570860405,280
112/113,3~5歲,,我的粉蠟筆,許智偉,許智偉,,青林國際,2021-10-01,110-10,本土,社會情緒、生活自理、美感,9789862745458,300
111,3~5歲,,國王的孩子們,三浦太郎,三浦太郎,邱瓊慧,小魯文化,2021-10-01,110.10,翻譯,社會情緒、認知探索、美感,9789865566852,350
111,0~3歲,,Sassy0~3歲視覺刺激遊戲書：獅子吼吼,La ZOO,La ZOO,何姵儀,采實文化,2021-10-01,110,翻譯,認知探索、語言溝通,9789865074432,280
112,3~5歲,,阿祖，再見,林柏廷,林柏廷,,遠見天下文化(小天下),2021-10-01,11010,本土,社會情緒、語言溝通、認知探索,9789865253257,330
113,3~5歲,,魔法的秋天,崔麗君,崔麗君,,聯經出版,2021-10-01,110-10,本土,語言溝通、認知探索、健康與安全,9789570860078 ,300
112/114,0~3歲,,愛說不要的小兔子,瑪佑克．亨瑞克斯(Marjoke Henrichs),,柯倩華,水滴文化(城邦出版),2021-10-01,110/10,翻譯,社會情緒、認知探索、生活自理,9786267038055,380
113/114,0~3歲,,起床囉！,陶樂蒂,陶樂蒂,,親子天下,2021-10-01,110/10,本土,身體動作、語言溝通、健康與安全,9786263050860,280
113/114,3~5歲,,永遠都不要！,碧翠絲・阿雷馬娜(Beatrice Alemagna),碧翠絲・阿雷馬娜(Beatrice Alemagna),郭妙芳,阿布拉教育文化,2021-10-01,110/10,翻譯,社會情緒、語言溝通、生活自理,9786269500734 ,360
112/113,3~5歲,,亞歷山大和發條鼠,李歐‧李奧尼,李歐‧李奧尼,葉嘉青,步步出版,2021-09-01,110-09,翻譯,社會情緒、認知探索,9789579380959,320
111,3~5歲,,我的新鄰居,凱思雅．丹尼斯維奇,凱思雅．丹尼斯維奇,潘欣,遠見天下文化(小天下),2021-09-01,110.09,翻譯,社會情緒,9789865252564,320
111/112,3~5歲,,一起來做兔子吧,李歐．李奧尼,李歐．李奧尼,葉嘉青,步步出版,2021-09-01,110.09,翻譯,認知探索、美感,9789579380973,320
111/113,3~5歲,,世界上最美的聲音,吳欣芷,吳欣芷,,拾光工作室,2021-09-01,110-09,本土,社會情緒、美感,9789869873642,360
112,3~5歲,,哪邊是哪邊,張筱琦,張筱琦,,南一書局(親子時堂),2021-09-01,11009,本土,認知探索、美感,9789865306922,350
112/113,3~5歲,,狐狸與樹,陳彥伶,陳彥伶,,東方出版,2021-09-01,110-09,本土,社會情緒、語言溝通、認知探索,9789863384137,300
112,3~5歲,,1、2、3，上學去！,瑪麗安．杜布,瑪麗安．杜布,辛兆瑜,遠見天下文化(小天下),2021-08-01,11008,翻譯,,9789865251970,350
112,3~5歲,,呼嚕呼嚕的書店小貓,吳欣芷,吳欣芷,,典藏藝術家庭(小典藏),2021-08-01,11008,本土,語言溝通、認知探索、美感,9789579057868,350
112/113,3~5歲,,綠上加綠,黛安娜・懷特,費希塔・莎拉,游珮芸,米奇巴克,2021-08-01,110-08,翻譯,社會情緒、認知探索、美感,9789860645101,320
112,3~5歲,,藍色小屋,凱莉．喬丹,潔西卡．寇特妮─堤可,柯倩華,米奇巴克,2021-08-01,11008,翻譯,社會情緒、認知探索、健康與安全,9789860645125,320
111/112,3~5歲,,反正都可以到嘛！,張筱琦,張筱琦,,遠流出版,2021-08-01,110.08,本土,社會情緒,9789573292241,350
111,3~5歲,,熊與鳥──不受限的故事,金容大 ,金容大,蕭瑋婷,小宇宙文化,2021-08-01,110.08,翻譯,社會情緒、語言溝通,9789860641721,320
111,3~5歲,,我是黑天鵝,劉清彥,張蓓瑜,,親子天下,2021-08-01,110.08,本土,社會情緒、身體動作,9786263050327,320
113,0~3歲,,什麼形狀，都行！,娜歐蜜・瓊斯,詹姆斯・瓊斯,游珮芸,水滴文化,2021-08-01,110-08,翻譯,社會情緒、語言溝通、認知探索,9789579529914,360
112,3~5歲,,從無到有工程大剖析：大樓,鹿島建設株式會社,田島直人,李彥樺,小熊出版,2021-07-01,11007,翻譯,認知探索,9789865593483,350
111/112,3~5歲,,熱天的時陣──嚕嚕的夏天,儲玉玲,儲嘉慧,,聯經出版,2021-07-01,110.07,本土,語言溝通、認知探索,9789570858600,300
111/112/113,3~5歲,是,爸爸的小貨車,Mori 三木森,Mori 三木森,,拾光工作室,2021-07-01,110-07,翻譯,社會情緒、認知探索,9789869873635,320
114,3~5歲,,森林100層樓的家,岩井俊雄,岩井俊雄,林佩勳,小魯文化,2021-07-01,110/07,翻譯,社會情緒、語言溝通、認知探索,9789865566555,350
114,3~5歲,,春天佇佗位,黃靜雅,鹿雅,,玉山社,2021-07-01,110/07,本土,語言溝通、認知探索、美感,9789862942727,420
111,3~5歲,,夏夜,楊喚,黃本蕊,,愛米粒,2021-06-01,110.06,本土,語言溝通、美感,9789869991773,320
111/112,3~5歲,,夏天的滋味,千美眞,申珍岵,簡郁璇,遠流出版,2021-06-01,110.06,翻譯,認知探索、美感,9789573290124,360
111,3~5歲,,神奇行李箱,克里斯．內勒–巴列斯特羅斯,克里斯．內勒–巴列斯特羅斯,柯倩華,遠見天下文化(小天下),2021-06-01,110.06,翻譯,社會情緒、語言溝通,9789865251635,350
111/112/113,3~5歲,是,不一樣的1,吳亞男,柳壟沙,,信誼基金,2021-06-01,110-06,翻譯,語言溝通,9789861616551,280
113,3~5歲,,好想好想見到你,宮西達也,宮西達也,林真美,維京國際,2021-06-01,110-06,翻譯,社會情緒、認知探索,9789864403899,300
114,3~5歲,,怎麼說對不起,大衛‧拉羅謝(David LaRochelle),麥克‧沃那卡(Mike Wohnoutka),上誼編輯部,上誼文化,2021-06-01,110/06,翻譯,社會情緒、語言溝通、認知探索,9789577627001,300
